Date,Open,High,Low,Close,Volume
2023-02-27,89.87,90.16,89.335,89.87,27502302
2023-02-24,89.44,89.89,88.575,89.13,36585093
2023-02-23,91.92,91.94,89.76,90.89,41206380
2023-02-22,91.7,92.11,90.61,91.65,30884017
2023-02-21,93.0,93.1,91.72,91.79,33629256
2023-02-17,94.85,95.5599,93.21,94.35,34284118
2023-02-16,95.37,97.68,94.74,95.51,42462618
2023-02-15,94.49,97.12,94.15,96.94,50298481
2023-02-14,94.43,94.845,92.26,94.68,54726120
2023-02-13,94.74,95.2,93.84,94.61,50076120
2023-02-10,95.45,96.75,94.25,94.57,54980696
2023-02-09,100.0,100.03,93.63,95.01,119455020
2023-02-08,102.05,103.14,98.035,99.37,94743515
2023-02-07,103.22,108.18,103.12,107.64,49010230
2023-02-06,102.4,104.36,101.88,102.9,31999562
2023-02-03,102.93,107.81,102.58,104.78,65309261
2023-02-02,105.8,107.85,105.61,107.74,69883762
2023-02-01,98.71,101.19,97.58,100.43,35531104
2023-01-31,96.87,98.88,96.82,98.84,29870669
2023-01-30,97.48,98.29,96.395,96.94,27226198
2023-01-27,97.31,100.32,97.31,99.37,33879753
2023-01-26,96.5,97.57,95.38,97.52,30113974
2023-01-25,95.57,96.162,93.76,95.22,42329952
2023-01-24,98.1,99.61,97.2,97.7,33078512
2023-01-23,97.95,100.04,97.5,99.79,40005055
2023-01-20,95.1,98.3,95.02,98.02,63191078
2023-01-19,90.72,93.605,90.63,93.05,37000395
2023-01-18,92.14,92.7999,90.64,91.12,29116691
2023-01-17,92.06,92.25,90.05,91.29,32602423
2023-01-13,90.85,92.19,90.1299,92.12,26329212
2023-01-12,91.48,91.87,89.75,91.13,30258135
2023-01-11,89.18,91.6,89.01,91.52,26861969
2023-01-10,85.98,88.67,85.83,88.42,30467755
2023-01-09,88.36,90.05,87.86,88.02,29003901
2023-01-06,86.79,87.69,84.86,87.34,41381495
2023-01-05,87.47,87.57,85.9,86.2,27194375
2023-01-04,90.35,90.65,87.271,88.08,34854776
2023-01-03,89.585,91.05,88.52,89.12,28131224
2022-12-30,86.98,88.3,86.57,88.23,23986297
2022-12-29,86.62,88.845,86.61,88.45,23333537
2022-12-28,86.98,88.04,85.94,86.02,19523176
2022-12-27,88.795,88.94,87.01,87.39,20097346
2022-12-23,87.11,89.545,87.07,89.23,23003035
2022-12-22,88.16,88.54,86.32,87.76,27658293
2022-12-21,89.08,90.22,88.32,89.58,24745637
2022-12-20,88.11,89.175,87.4401,89.02,23453836
2022-12-19,90.255,90.56,88.21,88.44,29493030
2022-12-16,90.76,91.33,89.52,90.26,58011847
2022-12-15,93.13,93.64,90.01,90.86,40107033
2022-12-14,95.2,96.87,93.6,95.07,28733599
2022-12-13,97.76,99.53,95.03,95.63,40593656
2022-12-12,92.71,93.56,91.61,93.31,29009013
2022-12-09,93.77,94.26,92.75,92.83,28225448
2022-12-08,95.38,95.58,93.45,93.71,32213288
2022-12-07,96.41,96.8811,94.715,94.94,31045449
2022-12-06,99.3,99.78,96.42,96.98,24910655
2022-12-05,99.4,101.38,99.0,99.48,24405087
2022-12-02,99.05,100.77,98.9,100.44,21480703
2022-12-01,101.02,102.25,100.25,100.99,28687096
2022-11-30,94.82,101.04,94.42,100.99,43647481
2022-11-29,95.73,96.12,94.11,95.19,20061720
2022-11-28,97.0363,97.58,95.61,96.05,26252433
2022-11-25,98.24,98.64,97.4,97.46,9701441
2022-11-23,97.09,98.76,97.09,98.46,18868092
2022-11-22,95.95,97.22,94.05,97.05,23438480
2022-11-21,97.29,98.4,95.355,95.6,21647387
2022-11-18,98.77,98.9,96.37,97.43,28342297
2022-11-17,96.97,99.28,96.79,98.36,26052599
2022-11-16,97.9,99.6375,97.64,98.85,29105154
2022-11-15,98.26,100.14,96.71,98.44,41640816
2022-11-14,95.09,96.79,94.51,95.7,30179539
2022-11-11,94.69,96.93,93.92,96.41,33090482
2022-11-10,92.25,94.39,91.61,93.94,51620136
2022-11-09,88.45,89.435,87.28,87.32,31769099
2022-11-08,88.9,90.32,87.5901,88.9,30429025
2022-11-07,87.28,88.9,86.85,88.49,34078912
2022-11-04,85.4,86.64,83.71,86.58,51124904
2022-11-03,86.32,86.52,83.34,83.43,61288019
2022-11-02,90.94,91.18,86.88,86.97,57038282
2022-11-01,95.45,96.03,90.37,90.47,47161351
2022-10-31,95.42,96.03,93.98,94.51,31675036
2022-10-28,92.27,96.55,92.13,96.29,43697286
2022-10-27,94.52,95.43,91.8,92.22,60710859
2022-10-26,96.43,98.31,94.69,94.93,88279042
2022-10-25,102.9,104.82,102.72,104.48,40611375
2022-10-24,101.8,102.75,99.98,102.52,27176417
2022-10-21,97.845,101.31,97.72,101.13,32458722
2022-10-20,100.0,102.32,99.39,99.97,25323202
2022-10-19,100.01,101.0183,98.9201,99.63,23811064
2022-10-18,103.13,103.47,99.97,100.77,24060671
2022-10-17,98.86,100.93,98.83,99.97,28419192
2022-10-14,99.99,100.69,96.37,96.56,25410674
2022-10-13,95.15,99.775,94.3836,99.06,34574549
2022-10-12,97.3,98.75,96.735,97.56,21876362
2022-10-11,97.43,99.245,96.31,97.18,26507103
2022-10-10,99.0,99.095,97.01,97.86,18225094
2022-10-07,99.85,100.53,98.295,98.68,27502765
2022-10-06,100.68,102.9254,100.59,101.42,22323989
2022-10-05,99.825,101.93,98.8,101.43,22176903
2022-10-04,100.44,101.84,100.38,101.64,28850773
2022-10-03,96.76,99.2872,96.521,98.64,27982031
2022-09-30,97.05,98.9,95.56,95.65,32941493
2022-09-29,98.64,98.64,95.96,97.42,31047224
2022-09-28,97.65,100.7,97.11,100.05,32466323
2022-09-27,99.43,100.0,96.872,97.5,30072781
2022-09-26,98.1,99.88,97.8,98.17,27072662
2022-09-23,99.63,99.66,97.47,98.74,31625437
2022-09-22,98.82,101.24,98.79,100.14,34298619
2022-09-21,101.67,102.88,99.27,99.28,31487265
2022-09-20,102.08,102.37,100.52,101.14,26517123
2022-09-19,101.75,103.33,101.55,103.07,23036811
2022-09-16,102.07,103.13,100.94,102.8,42797172
2022-09-15,104.03,105.27,102.35,102.91,34188284
2022-09-14,104.57,105.275,103.66,105.0,26395134
2022-09-13,107.8,108.3,104.09,104.32,38172871
2022-09-12,110.99,111.62,109.93,110.86,22966752
2022-09-09,109.065,110.99,109.02,110.65,23213585
2022-09-08,108.04,109.6,107.16,108.38,24238293
2022-09-07,107.06,109.98,106.9,109.45,23166967
2022-09-06,107.3,108.03,105.78,106.81,25068280
2022-09-02,110.59,110.74,107.26,107.85,24160711
2022-09-01,108.28,110.445,107.36,109.74,28360926
2022-08-31,110.65,110.85,108.13,108.22,28626972
2022-08-30,110.17,110.5,107.8,108.94,27513255
2022-08-29,109.99,110.95,108.8,109.42,21191157
2022-08-26,114.72,115.12,110.19,110.34,37245697
2022-08-25,114.235,116.72,114.11,116.65,16956794
2022-08-24,113.5,114.78,112.8701,113.69,17734624
2022-08-23,113.475,115.01,113.43,113.86,15870373
2022-08-22,115.2,115.63,113.85,114.24,21456648
2022-08-19,119.06,119.15,116.76,117.21,21809528
2022-08-18,119.43,120.82,118.72,120.17,17987660
2022-08-17,120.12,121.29,119.38,119.55,22846958
2022-08-16,121.52,122.43,120.64,121.7,19041230
2022-08-15,121.13,122.3,120.61,122.08,19494825
2022-08-12,120.26,121.68,119.46,121.68,19096268
2022-08-11,121.28,121.49,118.56,118.84,24293654
2022-08-10,118.78,120.92,118.41,119.7,30930350
2022-08-09,117.135,117.32,115.71,116.63,19086465
2022-08-08,118.39,120.15,116.88,117.3,19169479
2022-08-05,116.23,118.1056,116.0,117.47,19159520
2022-08-04,117.48,118.78,116.89,118.19,21602925
2022-08-03,115.71,118.62,115.48,118.08,28499014
2022-08-02,114.0,116.35,113.72,115.13,20236029
2022-08-01,115.3,116.72,114.34,114.86,26034288
2022-07-29,113.08,116.705,113.06,116.32,37223391
2022-07-28,112.37,114.34,111.46,114.22,32816568
2022-07-27,109.26,113.91,108.01,113.06,59858495
2022-07-26,106.6,107.2,104.07,105.02,47990963
2022-07-25,108.41,109.87,106.3,107.51,34690894
2022-07-22,111.0,112.34,106.5,107.9,48901184
2022-07-21,114.28,114.55,111.1132,114.34,32676166
2022-07-20,113.17,115.4,112.48,113.9,35600426
2022-07-19,110.85,114.02,109.56,113.81,36530945
2022-07-18,112.64,113.68,108.37,109.03,43164588
2022-07-15,112.001,113.14,110.9,111.778,46769120
2022-07-14,110.21,111.093,108.373,110.367,37003040
2022-07-13,111.701,114.196,111.202,111.354,43722020
2022-07-12,116.215,116.974,113.69,114.02,29959700
2022-07-11,117.998,117.998,115.33,115.676,31243700
2022-07-08,117.25,119.685,116.901,119.354,38238160
2022-07-07,115.08,119.19,114.834,118.783,40935880
2022-07-06,113.302,115.59,111.476,114.572,37431380
2022-07-05,107.101,113.377,105.732,113.263,39399640
2022-07-01,107.933,109.25,106.73,108.738,35475660
2022-06-30,110.0,110.888,106.75,108.963,43169060
2022-06-29,111.552,113.16,110.873,111.702,24716820
2022-06-28,115.803,117.31,111.848,112.008,35880960
2022-06-27,118.273,118.58,115.18,115.834,36420760
2022-06-24,112.995,118.079,112.953,117.975,41163680
2022-06-23,112.232,112.742,110.501,112.242,28361920
2022-06-22,110.556,113.346,110.382,111.488,30774140
2022-06-21,108.93,112.489,108.6,111.544,47415800
2022-06-17,106.034,108.699,105.046,107.143,51376520
2022-06-16,107.221,108.648,105.138,106.034,51684960
2022-06-15,108.545,111.423,107.67,109.764,39698180
2022-06-14,106.535,107.924,105.8,106.715,33706260
2022-06-13,106.786,108.792,106.119,106.392,47251920
2022-06-10,112.445,113.279,110.366,111.162,41481840
2022-06-09,116.328,118.299,114.776,114.836,25797960
2022-06-08,116.762,118.57,116.6,117.194,26107740
2022-06-07,115.48,117.691,115.052,117.149,31590460
2022-06-06,116.705,119.347,116.164,116.82,33541540
2022-06-03,116.062,116.322,113.518,114.541,26135460
2022-06-02,114.0,117.899,112.946,117.622,37992280
2022-06-01,114.855,117.102,113.25,113.892,36605520
2022-05-31,112.746,115.735,112.078,113.762,50012260
2022-05-27,109.483,112.318,109.138,112.316,37914120
2022-05-26,105.677,108.649,105.225,107.792,37947220
2022-05-25,104.986,106.5,103.857,105.805,40257340
2022-05-24,105.772,106.458,101.885,105.97,76779780
2022-05-23,109.588,112.148,108.741,111.488,37184940
2022-05-20,111.951,112.184,105.796,108.908,48962960
2022-05-19,111.432,113.01,110.0,110.384,34144400
2022-05-18,115.0,115.4,111.556,111.899,35125980
2022-05-17,116.84,116.9,114.87,116.473,23053160
2022-05-16,114.956,116.17,113.89,114.445,25990440
2022-05-13,114.533,117.875,113.605,116.051,35038480
2022-05-12,111.378,114.295,109.824,112.844,53836180
2022-05-11,113.236,116.364,113.236,113.602,37534740
2022-05-10,115.508,116.25,112.901,114.395,39900380
2022-05-09,113.25,115.077,112.001,112.511,40802860
2022-05-06,115.184,117.571,114.016,115.746,39709580
2022-05-05,120.204,121.039,115.006,116.506,45840580
2022-05-04,117.032,122.854,115.116,122.261,49915280
2022-05-03,116.431,118.442,116.035,117.334,24967360
2022-05-02,113.405,116.746,112.6,116.583,35533020
2022-04-29,116.734,117.92,113.814,114.11,42676000
2022-04-28,116.415,119.649,114.115,118.522,48884640
2022-04-27,114.469,117.242,112.737,114.294,91820580
2022-04-26,122.294,122.51,118.511,118.65,73054880
2022-04-25,119.101,123.278,118.511,123.074,46128260
2022-04-22,125.0,125.402,118.925,119.636,56883720
2022-04-21,129.25,130.098,124.527,124.814,36445160
2022-04-20,130.892,131.399,127.5,128.04,31695460
2022-04-19,127.691,130.333,126.999,130.009,26489760
2022-04-18,127.0,128.212,126.182,127.676,20808660
2022-04-14,130.48,130.48,126.601,126.73,31597980
2022-04-13,128.0,130.334,127.741,129.894,27927240
2022-04-12,131.6,131.6,126.789,127.714,32710700
2022-04-11,131.824,132.092,128.668,128.824,36883060
2022-04-08,135.584,135.67,132.966,133.288,25142800
2022-04-07,136.01,137.164,134.227,135.888,26233600
2022-04-06,138.75,139.36,135.517,136.548,32468480
2022-04-05,142.869,142.99,140.382,140.591,21418120
2022-04-04,140.358,143.712,140.31,142.972,25970840
2022-04-01,139.5,140.471,138.308,140.151,25941440
2022-03-31,142.053,142.108,139.024,139.068,37524720
2022-03-30,142.46,142.72,141.6,141.938,19884760
